drug name,drug class
Yellow Fever Vaccine,"Breast Feeding|Lactation|Milk, Human|Vaccines"
Ziprasidone,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
Acebutolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Atenolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Betaxolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiglaucoma Agents|Antiarrhythmics
Carvedilol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Chloroquine,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antirheumatic Agents|Antiprotozoal Agents
Epinastine,Breast Feeding|Lactation|Antihistamines
Esmolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Hydroxychloroquine,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antirheumatic Agents|Antiprotozoal Agents"
Labetalol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Levobunolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiglaucoma Agents|Antiarrhythmics
Lithium,"Breast Feeding|Lactation|Milk, Human|Lithium"
Mefloquine,Breast Feeding|Lactation|Anti-infective Agents|Antimalarials|Antiparasitic Agents|Antiprotozoal Agents
Metipranolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiglaucoma Agents|Antiarrhythmics
Metoprolol,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics"
Nadolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Penbutolol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
"Betamethasone, Topical","Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Propranolol,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics"
Pyrimethamine,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents"
Quinine,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents|Foodborne Diseases|Glucosephosphate Dehydrogenase Deficiency
Sotalol,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Timolol,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics|Antiglaucoma Agents"
Glatiramer,"Breast Feeding|Lactation|Milk, Human|Immunologic Adjuvants"
Interferon Beta,"Breast Feeding|Lactation|Milk, Human|Immunologic Adjuvants|Biological Response Modifiers"
Trimipramine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Protriptyline,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Betamethasone,"Breast Feeding|Lactation|Milk, Human|Corticosteroids, Systemic|Glucocorticoids|Anti-Inflammatory Agents"
Phenelzine,Breast Feeding|Lactation|Antidepressive Agents|Monoamine Oxidase Inhibitors
Tranylcypromine,Breast Feeding|Lactation|Antidepressive Agents|Monoamine Oxidase Inhibitors
Amitriptyline,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Clomipramine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Nortriptyline,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Maprotiline,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Adrenergic Uptake Inhibitors"
Trazodone,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Desipramine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Imipramine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Doxepin,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Bitolterol,"Breast Feeding|Lactation|Milk, Human|Anti-Asthmatic Agents|Bronchodilator Agents|Beta Adrenergic Agonists"
Amoxapine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Bupropion,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Second-Generation|Anti-Obesity Agents"
Citalopram,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Fluoxetine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Fluvoxamine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Mirtazapine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Second-Generation"
Nefazodone,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Second-Generation"
Paroxetine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Sertraline,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Venlafaxine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Second-Generation"
Acetaminophen,"Breast Feeding|Lactation|Analgesics, Non-Narcotic"
Aspirin,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents|Platelet Aggregation Inhibitors
Allopurinol,Breast Feeding|Lactation|Antigout Agents|Enzyme Inhibitors|Gout Suppressants
Alprazolam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Azithromycin,Breast Feeding|Lactation|Anti-Bacterial Agents|Anti-Infective Agents|Macrolides
Buprenorphine,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Narcotic Antagonists"
Butorphanol,"Breast Feeding|Lactation|Analgesics, Opioid|Narcotics|Narcotic Antagonists|Opiates"
Brompheniramine,Breast Feeding|Lactation|Antihistamines
Cimetidine,Breast Feeding|Lactation|Anti-Ulcer Agents|Histamine H2 Antagonists|Gastrointestinal Agents
Clarithromycin,Breast Feeding|Lactation|Anti-Bacterial Agents|Anti-Infective Agents|Macrolides
Clindamycin,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents
Clonazepam,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Benzodiazepines"
Clorazepate,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Clotrimazole,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Dermatologic Agents"
Codeine,"Breast Feeding|Lactation|Milk, Human|Analgesic, Opioid|Narcotics|Antitussive Agents"
Colchicine,"Breast Feeding|Lactation|Milk, Human|Antigout Agents|Antimitotic Agents|Gout Suppressants"
Diazepam,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Budesonide,"Breast Feeding|Lactation|Anti-Asthmatic Agents|Corticosteroids, Inhaled|Anti-allergic Agents|Corticosteroids, Systemic|Glucocorticoids|Anti-Inflammatory Agents"
Eletriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Eszopiclone,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives"
Ethosuximide,Breast Feeding|Lactation|Anticonvulsants
Felbamate,Breast Feeding|Lactation|Anticonvulsants
Fentanyl,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Anesthetics, Intravenous|Opiates"
Gabapentin,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Antimanic Agents|GABA Agents"
Hydrocodone,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Antitussive Agents"
Hydromorphone,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Antitussive Agents|Opiates"
Ketoconazole,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Dermatologic Agents|Enzyme Inhibitors"
Levetiracetam,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants"
Lidocaine,Breast Feeding|Lactation|Antiarrhythmics|Local Anesthetics
Lorazepam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Meperidine,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Opiates"
Methadone,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Antitussive Agents"
Miconazole,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Dermatologic Agents"
Midazolam,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines|Anesthetics, Intravenous"
Busulfan,Breast Feeding|Lactation|Antineoplastic Agents|Alkylating Agents
Morphine,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics"
Naltrexone,"Breast Feeding|Lactation|Milk, Human|Alcohol Deterrents|Narcotic Antagonists"
Nizatidine,Breast Feeding|Lactation|Anti-Ulcer Agents|Histamine H2 Antagonists|Gastrointestinal Agents
Nystatin,Breast Feeding|Lactation|Antifungal Agents
Omeprazole,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
Oxcarbazepine,Breast Feeding|Lactation|Anticonvulsants
Oxazepam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Oxycodone,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Antitussive Agents|Opiates"
Pentazocine,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Narcotic Antagonists|Opiates"
Primidone,Breast Feeding|Lactation|Anticonvulsants|Barbiturates
Propoxyphene,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics"
Ranitidine,Breast Feeding|Lactation|Anti-Ulcer Agents|Histamine H2 Antagonists|Gastrointestinal Agents
Remifentanil,"Breast Feeding|Lactation|Analgesics, Opioid|Narcotics|Anesthetics, Intravenous|Opiates"
Sufentanil,"Breast Feeding|Lactation|Analgesics, Opioid|Narcotics|Anesthetics, Intravenous|Opiates"
Sumatriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Temazepam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Tiagabine,Breast Feeding|Lactation|Anticonvulsants|GABA Agents|Neurotransmitter Uptake Inhibitors|Neuroprotective Agents
Topiramate,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Neuroprotective Agents"
Tramadol,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics"
Triazolam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Benzodiazepines"
Vancomycin,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antibacterial Agents|Glycopeptides"
Zaleplon,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives"
Zolpidem,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives"
Zonisamide,Breast Feeding|Lactation|Anticonvulsants
Famotidine,Breast Feeding|Lactation|Anti-Ulcer Agents|Histamine H2 Antagonists|Gastrointestinal Agents
Lamotrigine,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Antimanic Agents|Antidepressive Agents"
Acrivastine,Breast Feeding|Lactation|Antihistamines
Carbinoxamine,Breast Feeding|Lactation|Antihistamines
Carbamazepine,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Antimanic Agents"
Phenobarbital,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Barbiturates|Hypnotics and Sedatives|GABA Modulators"
Phenytoin,Breast Feeding|Lactation|Anticonvulsants
Valproic Acid,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Antimanic Agents|GABA Agents"
Escitalopram,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors|Antidepressive Agents, Second-Generation"
"Hydrocortisone, Topical","Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Triamterene,Breast Feeding|Lactation|Diuretics
Nicardipine,Breast Feeding|Lactation|Antihypertensive Agents|Calcium Channel Blockers|Vasodilator Agents
Pantoprazole,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
Rabeprazole,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
Lansoprazole,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
Esomeprazole,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
Alclometasone,"Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Trimethoprim,"Breast Feeding|Lactation|Anti-Infective Agents, Urinary|Antibacterial Agents|Folic Acid Antagonists"
Medroxyprogesterone Acetate,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic|Hormones|Progesterone Congeners"
Sulfisoxazole,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Sulfonamides
Trimethoprim-Sulfamethoxazole,"Breast Feeding|Lactation|Anti-Infective Agents|Anti-Infective Agents, Urinary|Antibacterial Agents|Folic Acid Antagonists|Sulfonamides"
Norethindrone,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Cefadroxil,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Ethinyl Estradiol,"Breast Feeding|Lactation|Estrogens|Estrogenic Steroids, Alkylated"
Oral Levonorgestrel,"Breast Feeding|Lactation|Milk, Human|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic|Contraceptives, Postcoital"
"Contraceptives, Oral, Combined","Breast Feeding|Lactation|Milk, Human|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Estradiol,Breast Feeding|Lactation|Estrogens|Hormones
Loperamide,Breast Feeding|Lactation|Antidiarrheals|Gastrointestinal Agents
Propofol,"Breast Feeding|Lactation|Anesthetics, Intravenous|Hypnotics and Sedatives"
Methohexital,"Breast Feeding|Lactation|Anesthetics, Intravenous"
Etomidate,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Intravenous|Hypnotics and Sedatives"
Thiopental,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Intravenous|Hypnotics and Sedatives"
Cycloserine,"Breast Feeding|Lactation|Anti-infective Agents|Antibiotics, Antitubercular"
Clofazimine,Breast Feeding|Lactation|Leprostatic Agents
Chloral Hydrate,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives"
Bromocriptine,Breast Feeding|Lactation|Antiparkinson Agents|Dopamine Agonists|Ergot Alkaloids
Amphetamine,"Breast Feeding|Lactation|Milk, Human|Adrenergic Agents|Central Nervous System Stimulants|Dopamine Agents|Sympathomimetics|Wakefulness-Promoting Agents"
Dantrolene,"Breast Feeding|Lactation|Muscle Relaxants, Central"
Methylphenidate,"Breast Feeding|Lactation|Milk, Human|Adrenergic Agents|Central Nervous System Stimulants|Dopamine Agents|Sympathomimetics"
Divalproex,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Antimanic Agents|GABA Agents"
Dichloralphenazone,"Breast Feeding|Lactation|Milk, Human|Anti-Inflammatory Agents, Non-Steroidal|Hypnotics and Sedatives"
Desmopressin,Breast Feeding|Lactation|Hemostatics|Vasopressins
Metronidazole,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Antiprotozoal Agents|Nitroimidazoles
Tinidazole,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Antiprotozoal Agents|Nitroimidazoles
Sulfasalazine,"Breast Feeding|Lactation|Milk, Human|Gastrointestinal Agents|Anti-Inflammatory Agents, Non-Steroidal|Antirheumatic Agents|Sulfonamides|Antibacterial Agents|Anti-Infective Agents"
Mesalamine,"Breast Feeding|Lactation|Gastrointestinal Agents|Anti-Inflammatory Agents, Non-Steroidal"
Olsalazine,"Breast Feeding|Lactation|Gastrointestinal Agents|Anti-Inflammatory Agents, Non-Steroidal"
Aminosalicylic Acid,Breast Feeding|Lactation|Anti-infective Agents|Antitubercular Agents
Amphotericin B,Breast Feeding|Lactation|Antifungal Agents
Antacids,"Breast Feeding|Lactation|Milk, Human|Antacids, Oral|Anti-Ulcer Agents|Gastrointestinal Agents"
Bisacodyl,Breast Feeding|Lactation|Cathartics|Gastrointestinal Agents
Bismuth Subsalicylate,"Breast Feeding|Lactation|Milk, Human|Bismuth|Salicylates|Gastrointestinal Agents"
Bupivacaine,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Local"
Cabergoline,"Breast Feeding|Lactation|Milk, Human|Antiparkinson Agents|Dopamine Agonists"
Cascara Sagrada,Breast Feeding|Lactation|Cathartics|Gastrointestinal Agents
Diphenoxylate,Breast Feeding|Lactation|Antidiarrheals|Gastrointestinal Agents|Narcotics
Docusate,Breast Feeding|Lactation|Gastrointestinal Agents|Laxatives|Surface-Active Agents
Ergotamine,"Breast Feeding|Lactation|Adrenergic Alpha-Agonists|Analgesics, Non-Narcotic|Ergot Alkaloids|Vasoconstrictor Agents"
Cefepime,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antibacterial Agents|Cephalosporins"
Ethambutol,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents"
Isoniazid,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antitubercular Agents"
Levodopa,Breast Feeding|Lactation|Antiparkinson Agents|Dopamine Agents
Magnesium Sulfate,Breast Feeding|Lactation|Antiarrhythmics|Anticonvulsants|Cathartics|Gastrointestinal Agents|Magnesium Compounds|Tocolytic Agents
Mebendazole,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Antinematodal Agents
Methotrexate,"Breast Feeding|Lactation|Abortifacient Agents, Nonsteroidal|Antimetabolites, Antineoplastic|Antirheumatic Agents|Folic Acid Antagonists|Immunosuppressive Agents"
Norethynodrel,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Progesterone,"Breast Feeding|Lactation|Milk, Human|Hormones|Progesterone Congeners"
Psyllium,Breast Feeding|Lactation|Gastrointestinal Agents|Laxatives
Pyrazinamide,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents"
Rifampin,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents|Leprostatic Agents|Rifamycins"
Senna,Breast Feeding|Lactation|Cathartics|Gastrointestinal Agents
Sucralfate,Breast Feeding|Lactation|Anti-Ulcer Agents|Gastrointestinal Agents
Infliximab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antirheumatic Agents|Dermatologic Agents|Gastrointestinal Agents|Tumor Necrosis Factor Inhibitors"
Metoclopramide,"Breast Feeding|Lactation|Milk, Human|Antiemetics|Dopamine Antagonists|Galactogogues|Gastrointestinal Agents"
Fosfomycin,"Breast Feeding|Lactation|Antibacterial Agents|Anti-Infective Agents, Urinary"
Povidone-Iodine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Local|Antibacterial Agents|Iodophors"
Drospirenone,"Breast Feeding|Lactation|Aldosterone Antagonists|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic|Mineralocorticoid Receptor Antagonists"
Pravastatin,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents|Hydroxymethylglutaryl-CoA Reductase Inhibitors"
Atorvastatin,Breast Feeding|Lactation|Anticholesteremic Agents|Antilipemic Agents|Hydroxymethylglutaryl-CoA Reductase Inhibitors
Rosuvastatin,Breast Feeding|Lactation|Anticholesteremic Agents|Antilipemic Agents|Hydroxymethylglutaryl-CoA Reductase Inhibitors
Desogestrel,"Breast Feeding|Lactation|Milk, Human|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Oxymetazoline,Breast Feeding|Lactation|Adrenergic alpha-Agonists|Sympathomimetics|Nasal Decongestants
Acetazolamide,Breast Feeding|Lactation|Anticonvulsants|Antiglaucoma Agents|Carbonic Anhydrase Inhibitors|Diuretics
Acitretin,Breast Feeding|Lactation|Keratolytic Agents|Retinoids
Albendazole,Breast Feeding|Lactation|Anti-Infective Agents|Anticestodal Agents|Antiparasitic Agents|Antiprotozoal Agents
Butabarbital,"Breast Feeding|Lactation|Milk, Human|Barbiturates|Hypnotics and Sedatives|GABA Modulators"
Chlorhexidine,"Breast Feeding|Lactation|Anti-Infective Agents, Local|Antibacterial Agents|Disinfectants|Mouthwashes"
Domperidone,"Breast Feeding|Lactation|Milk, Human|Antiemetics|Dopamine Antagonists|Galactogogues|Gastrointestinal Agents"
Epoetin Alfa,Breast Feeding|Lactation|Colony-Stimulating Factors|Hematinics|Hematopoietic Cell Growth Factors
Filgrastim,"Breast Feeding|Lactation|Milk, Human|Colony-Stimulating Factors|Hematopoietic Cell Growth Factors"
Ivermectin,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Insecticides|Macrolides
Lindane,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Insecticides
Neostigmine,Breast Feeding|Lactation|Cholinesterase Inhibitors|Parasympathomimetics
Pentobarbital,"Breast Feeding|Lactation|Milk, Human|Barbiturates|Hypnotics and Sedatives|GABA Modulators"
Pentoxifylline,Breast Feeding|Lactation|Hematologic Agents|Phosphodiesterase Inhibitors|Platelet Aggregation Inhibitors|Xanthines
Permethrin,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Insecticides
Praziquantel,Breast Feeding|Lactation|Anti-Infective Agents|Anthelmintics|Antiparasitic Agents
Probenecid,Breast Feeding|Lactation|Antigout Agents|Gout Suppressants|Sulfonamides|Uricosuric Agents
Pyridostigmine,"Breast Feeding|Lactation|Milk, Human|Cholinesterase Inhibitors|Parasympathomimetics"
Secobarbital,"Breast Feeding|Lactation|Milk, Human|Barbiturates|Hypnotics and Sedatives|GABA Modulators"
Cefoxitin,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antibacterial Agents|Cephalosporins"
Ursodiol,"Breast Feeding|Lactation|Milk, Human|Bile Acids and Salts|Cholagogues and Choleretics|Cholic Acids|Gastrointestinal Agents"
Benzalkonium Chloride,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Local|Antibacterial Agents|Detergents|Preservatives, Pharmaceutical"
Cromolyn,"Breast Feeding|Lactation|Milk, Human|Anti-Allergic Agents|Anti-Asthmatic Agents"
Adalimumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Antirheumatic Agents|Dermatologic Agents|Gastrointestinal Agents|Anti-Inflammatory Agents|Tumor Necrosis Factor Inhibitors"
Colestipol,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents"
Cholestyramine,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents"
Colesevelam,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents|Hypoglycemic Agents"
Cyclobenzaprine,"Breast Feeding|Lactation|Muscle Relaxants, Central"
Gadopentetate,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Cefpodoxime,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Botulin A,Breast Feeding|Lactation|Bacterial Toxins|Neuromuscular Agents|Neurotoxins
Botulin B,Breast Feeding|Lactation|Bacterial Toxins|Neuromuscular Agents|Neurotoxins
Ioversol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Iodixanol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Iopamidol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Iothalamate,"Breast Feeding|Lactation|Milk, Human|Diagnostic Media|Contrast Agents"
Iohexol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Diatrizoate,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Ioxaglate,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Iopromide,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Gadoversetamide,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Gadodiamide,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Gadoteridol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Simethicone,Breast Feeding|Lactation|Antifoaming Agents
Fluorescein,Breast Feeding|Lactation|Contrast Media|Diagnostic Agents|Fluorescent Dyes
Pimecrolimus,"Breast Feeding|Lactation|Anti-Inflammatory Agents, Non-Steroidal|Dermatologic Agents|Immunosuppressive Agents"
Tretinoin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Dermatologic Agents|Keratolytic Agents|Retinoids"
Azelaic Acid,Breast Feeding|Lactation|Antineoplastic Agents|Dermatologic Agents
Adapalene,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents|Anti-Inflammatory Agents, Non-Steroidal"
Ceftibuten,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Meclizine,Breast Feeding|Lactation|Antiemetics|Antihistamines|Anti-Allergic Agents
Misoprostol,"Breast Feeding|Lactation|Milk, Human|Abortifacient Agents, Nonsteroidal|Anti-Ulcer Agents|Prostaglandins|Oxytocics|Gastrointestinal Agents"
Immune Globulin,"Breast Feeding|Lactation|Milk, Human|Antibodies|Immunoglobulin G|Immunoglobulins"
Ioxilan,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Iodipamide,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Trientine,Breast Feeding|Lactation|Chelating Agents
Buspirone,Breast Feeding|Lactation|Anti-Anxiety Agents|Serotonin Agonists
Sulpiride,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents|Dopamine Antagonists"
Gadobenate,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Ceftriaxone,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Dextromethorphan,"Breast Feeding|Lactation|Milk, Human|Antitussive Agents"
Imatinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
Ciclesonide,"Breast Feeding|Lactation|Milk, Human|Corticosteroids, Inhaled|Glucocorticoids|Anti-Inflammatory Agents"
