drug name,drug class
Eletriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Eszopiclone,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives.generate smile image.
Ethosuximide,drug class is Breast Feeding and Lactation and Anticonvulsants.generate smile image.
Felbamate,drug class is Breast Feeding and Lactation and Anticonvulsants.generate smile image.
Fentanyl,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Anesthetics  Intravenous and Opiates.generate smile image.
Gabapentin,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Antimanic Agents and GABA Agents.generate smile image.
Hydrocodone,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Antitussive Agents.generate smile image.
Hydromorphone,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Antitussive Agents and Opiates.generate smile image.
Ketoconazole,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Dermatologic Agents and Enzyme Inhibitors.generate smile image.
Levetiracetam,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants.generate smile image.
Lidocaine,drug class is Breast Feeding and Lactation and Antiarrhythmics and Local Anesthetics.generate smile image.
Lorazepam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
Meperidine,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Opiates.generate smile image.
Methadone,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Antitussive Agents.generate smile image.
Miconazole,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Dermatologic Agents.generate smile image.
Midazolam,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines and Anesthetics  Intravenous.generate smile image.
Busulfan,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Alkylating Agents.generate smile image.
Morphine,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics.generate smile image.
Naltrexone,drug class is Breast Feeding and Lactation and Milk  Human and Alcohol Deterrents and Narcotic Antagonists.generate smile image.
Nizatidine,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Histamine H2 Antagonists and Gastrointestinal Agents.generate smile image.
Nystatin,drug class is Breast Feeding and Lactation and Antifungal Agents.generate smile image.
Omeprazole,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
Oxcarbazepine,drug class is Breast Feeding and Lactation and Anticonvulsants.generate smile image.
Oxazepam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
Oxycodone,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Antitussive Agents and Opiates.generate smile image.
Pentazocine,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Narcotic Antagonists and Opiates.generate smile image.
Primidone,drug class is Breast Feeding and Lactation and Anticonvulsants and Barbiturates.generate smile image.
Propoxyphene,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics.generate smile image.
Ranitidine,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Histamine H2 Antagonists and Gastrointestinal Agents.generate smile image.
Remifentanil,drug class is Breast Feeding and Lactation and Analgesics  Opioid and Narcotics and Anesthetics  Intravenous and Opiates.generate smile image.
Sufentanil,drug class is Breast Feeding and Lactation and Analgesics  Opioid and Narcotics and Anesthetics  Intravenous and Opiates.generate smile image.
Sumatriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Temazepam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
Tiagabine,drug class is Breast Feeding and Lactation and Anticonvulsants and GABA Agents and Neurotransmitter Uptake Inhibitors and Neuroprotective Agents.generate smile image.
Topiramate,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Neuroprotective Agents.generate smile image.
Tramadol,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics.generate smile image.
Triazolam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Benzodiazepines.generate smile image.
Vancomycin,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antibacterial Agents and Glycopeptides.generate smile image.
Zaleplon,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives.generate smile image.
Zolpidem,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives.generate smile image.
Zonisamide,drug class is Breast Feeding and Lactation and Anticonvulsants.generate smile image.
Famotidine,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Histamine H2 Antagonists and Gastrointestinal Agents.generate smile image.
Lamotrigine,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Antimanic Agents and Antidepressive Agents.generate smile image.
Acrivastine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Carbinoxamine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Carbamazepine,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Antimanic Agents.generate smile image.
Phenobarbital,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Barbiturates and Hypnotics and Sedatives and GABA Modulators.generate smile image.
Phenytoin,drug class is Breast Feeding and Lactation and Anticonvulsants.generate smile image.
Valproic Acid,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Antimanic Agents and GABA Agents.generate smile image.
Escitalopram,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors and Antidepressive Agents  Second-Generation.generate smile image.
Triamterene,drug class is Breast Feeding and Lactation and Diuretics.generate smile image.
Nicardipine,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Calcium Channel Blockers and Vasodilator Agents.generate smile image.
Pantoprazole,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
Rabeprazole,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
Lansoprazole,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
Esomeprazole,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
Alclometasone,drug class is Breast Feeding and Lactation and Corticosteroids  Topical and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Trimethoprim,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Urinary and Antibacterial Agents and Folic Acid Antagonists.generate smile image.
Medroxyprogesterone Acetate,drug class is Breast Feeding and Lactation and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic and Hormones and Progesterone Congeners.generate smile image.
Sulfisoxazole,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Sulfonamides.generate smile image.
Trimethoprim-Sulfamethoxazole,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Anti-Infective Agents  Urinary and Antibacterial Agents and Folic Acid Antagonists and Sulfonamides.generate smile image.
Norethindrone,drug class is Breast Feeding and Lactation and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic.generate smile image.
Cefadroxil,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Ethinyl Estradiol,drug class is Breast Feeding and Lactation and Estrogens and Estrogenic Steroids  Alkylated.generate smile image.
Oral Levonorgestrel,drug class is Breast Feeding and Lactation and Milk  Human and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic and Contraceptives  Postcoital.generate smile image.
Estradiol,drug class is Breast Feeding and Lactation and Estrogens and Hormones.generate smile image.
Loperamide,drug class is Breast Feeding and Lactation and Antidiarrheals and Gastrointestinal Agents.generate smile image.
Propofol,drug class is Breast Feeding and Lactation and Anesthetics  Intravenous and Hypnotics and Sedatives.generate smile image.
Methohexital,drug class is Breast Feeding and Lactation and Anesthetics  Intravenous.generate smile image.
Etomidate,drug class is Breast Feeding and Lactation and Milk  Human and Anesthetics  Intravenous and Hypnotics and Sedatives.generate smile image.
Thiopental,drug class is Breast Feeding and Lactation and Milk  Human and Anesthetics  Intravenous and Hypnotics and Sedatives.generate smile image.
Cycloserine,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antibiotics  Antitubercular.generate smile image.
Clofazimine,drug class is Breast Feeding and Lactation and Leprostatic Agents.generate smile image.
Chloral Hydrate,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives.generate smile image.
Bromocriptine,drug class is Breast Feeding and Lactation and Antiparkinson Agents and Dopamine Agonists and Ergot Alkaloids.generate smile image.
Amphetamine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Agents and Central Nervous System Stimulants and Dopamine Agents and Sympathomimetics and Wakefulness-Promoting Agents.generate smile image.
Dantrolene,drug class is Breast Feeding and Lactation and Muscle Relaxants  Central.generate smile image.
Methylphenidate,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Agents and Central Nervous System Stimulants and Dopamine Agents and Sympathomimetics.generate smile image.
Divalproex,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Antimanic Agents and GABA Agents.generate smile image.
Dichloralphenazone,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Inflammatory Agents  Non-Steroidal and Hypnotics and Sedatives.generate smile image.
Desmopressin,drug class is Breast Feeding and Lactation and Hemostatics and Vasopressins.generate smile image.
Metronidazole,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Antiprotozoal Agents and Nitroimidazoles.generate smile image.
Tinidazole,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Antiprotozoal Agents and Nitroimidazoles.generate smile image.
Sulfasalazine,drug class is Breast Feeding and Lactation and Milk  Human and Gastrointestinal Agents and Anti-Inflammatory Agents  Non-Steroidal and Antirheumatic Agents and Sulfonamides and Antibacterial Agents and Anti-Infective Agents.generate smile image.
Mesalamine,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Anti-Inflammatory Agents  Non-Steroidal.generate smile image.
Olsalazine,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Anti-Inflammatory Agents  Non-Steroidal.generate smile image.
Aminosalicylic Acid,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antitubercular Agents.generate smile image.
Amphotericin B,drug class is Breast Feeding and Lactation and Antifungal Agents.generate smile image.
Bisacodyl,drug class is Breast Feeding and Lactation and Cathartics and Gastrointestinal Agents.generate smile image.
Bismuth Subsalicylate,drug class is Breast Feeding and Lactation and Milk  Human and Bismuth and Salicylates and Gastrointestinal Agents.generate smile image.
Bupivacaine,drug class is Breast Feeding and Lactation and Milk  Human and Anesthetics  Local.generate smile image.
Cabergoline,drug class is Breast Feeding and Lactation and Milk  Human and Antiparkinson Agents and Dopamine Agonists.generate smile image.
Diphenoxylate,drug class is Breast Feeding and Lactation and Antidiarrheals and Gastrointestinal Agents and Narcotics.generate smile image.
Docusate,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Laxatives and Surface-Active Agents.generate smile image.
Ergotamine,drug class is Breast Feeding and Lactation and Adrenergic Alpha-Agonists and Analgesics  Non-Narcotic and Ergot Alkaloids and Vasoconstrictor Agents.generate smile image.
Cefepime,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Ethambutol,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents.generate smile image.
Isoniazid,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antitubercular Agents.generate smile image.
Levodopa,drug class is Breast Feeding and Lactation and Antiparkinson Agents and Dopamine Agents.generate smile image.
Magnesium Sulfate,drug class is Breast Feeding and Lactation and Antiarrhythmics and Anticonvulsants and Cathartics and Gastrointestinal Agents and Magnesium Compounds and Tocolytic Agents.generate smile image.
Mebendazole,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Antinematodal Agents.generate smile image.
Methotrexate,drug class is Breast Feeding and Lactation and Abortifacient Agents  Nonsteroidal and Antimetabolites  Antineoplastic and Antirheumatic Agents and Folic Acid Antagonists and Immunosuppressive Agents.generate smile image.
Norethynodrel,drug class is Breast Feeding and Lactation and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic.generate smile image.
Progesterone,drug class is Breast Feeding and Lactation and Milk  Human and Hormones and Progesterone Congeners.generate smile image.
Psyllium,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Laxatives.generate smile image.
Pyrazinamide,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents.generate smile image.
Rifampin,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents and Leprostatic Agents and Rifamycins.generate smile image.
Senna,drug class is Breast Feeding and Lactation and Cathartics and Gastrointestinal Agents.generate smile image.
Sucralfate,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Gastrointestinal Agents.generate smile image.
Metoclopramide,drug class is Breast Feeding and Lactation and Milk  Human and Antiemetics and Dopamine Antagonists and Galactogogues and Gastrointestinal Agents.generate smile image.
Fosfomycin,drug class is Breast Feeding and Lactation and Antibacterial Agents and Anti-Infective Agents  Urinary.generate smile image.
Povidone-Iodine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents  Local and Antibacterial Agents and Iodophors.generate smile image.
Drospirenone,drug class is Breast Feeding and Lactation and Aldosterone Antagonists and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic and Mineralocorticoid Receptor Antagonists.generate smile image.
Pravastatin,drug class is Breast Feeding and Lactation and Milk  Human and Anticholesteremic Agents and Antilipemic Agents and Hydroxymethylglutaryl-CoA Reductase Inhibitors.generate smile image.
Atorvastatin,drug class is Breast Feeding and Lactation and Anticholesteremic Agents and Antilipemic Agents and Hydroxymethylglutaryl-CoA Reductase Inhibitors.generate smile image.
Rosuvastatin,drug class is Breast Feeding and Lactation and Anticholesteremic Agents and Antilipemic Agents and Hydroxymethylglutaryl-CoA Reductase Inhibitors.generate smile image.
Desogestrel,drug class is Breast Feeding and Lactation and Milk  Human and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic.generate smile image.
Oxymetazoline,drug class is Breast Feeding and Lactation and Adrenergic alpha-Agonists and Sympathomimetics and Nasal Decongestants.generate smile image.
Acetazolamide,drug class is Breast Feeding and Lactation and Anticonvulsants and Antiglaucoma Agents and Carbonic Anhydrase Inhibitors and Diuretics.generate smile image.
Acitretin,drug class is Breast Feeding and Lactation and Keratolytic Agents and Retinoids.generate smile image.
Albendazole,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Anticestodal Agents and Antiparasitic Agents and Antiprotozoal Agents.generate smile image.
Butabarbital,drug class is Breast Feeding and Lactation and Milk  Human and Barbiturates and Hypnotics and Sedatives and GABA Modulators.generate smile image.
Chlorhexidine,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Local and Antibacterial Agents and Disinfectants and Mouthwashes.generate smile image.
Domperidone,drug class is Breast Feeding and Lactation and Milk  Human and Antiemetics and Dopamine Antagonists and Galactogogues and Gastrointestinal Agents.generate smile image.
Epoetin Alfa,drug class is Breast Feeding and Lactation and Colony-Stimulating Factors and Hematinics and Hematopoietic Cell Growth Factors.generate smile image.
Ivermectin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Insecticides and Macrolides.generate smile image.
Lindane,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Insecticides.generate smile image.
Neostigmine,drug class is Breast Feeding and Lactation and Cholinesterase Inhibitors and Parasympathomimetics.generate smile image.
Pentobarbital,drug class is Breast Feeding and Lactation and Milk  Human and Barbiturates and Hypnotics and Sedatives and GABA Modulators.generate smile image.
Pentoxifylline,drug class is Breast Feeding and Lactation and Hematologic Agents and Phosphodiesterase Inhibitors and Platelet Aggregation Inhibitors and Xanthines.generate smile image.
Permethrin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Insecticides.generate smile image.
Praziquantel,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Anthelmintics and Antiparasitic Agents.generate smile image.
Probenecid,drug class is Breast Feeding and Lactation and Antigout Agents and Gout Suppressants and Sulfonamides and Uricosuric Agents.generate smile image.
Pyridostigmine,drug class is Breast Feeding and Lactation and Milk  Human and Cholinesterase Inhibitors and Parasympathomimetics.generate smile image.
Secobarbital,drug class is Breast Feeding and Lactation and Milk  Human and Barbiturates and Hypnotics and Sedatives and GABA Modulators.generate smile image.
Cefoxitin,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Ursodiol,drug class is Breast Feeding and Lactation and Milk  Human and Bile Acids and Salts and Cholagogues and Choleretics and Cholic Acids and Gastrointestinal Agents.generate smile image.
Cromolyn,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Allergic Agents and Anti-Asthmatic Agents.generate smile image.
Colestipol,drug class is Breast Feeding and Lactation and Milk  Human and Anticholesteremic Agents and Antilipemic Agents.generate smile image.
Cholestyramine,drug class is Breast Feeding and Lactation and Milk  Human and Anticholesteremic Agents and Antilipemic Agents.generate smile image.
Colesevelam,drug class is Breast Feeding and Lactation and Milk  Human and Anticholesteremic Agents and Antilipemic Agents and Hypoglycemic Agents.generate smile image.
Cyclobenzaprine,drug class is Breast Feeding and Lactation and Muscle Relaxants  Central.generate smile image.
Gadopentetate,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Cefpodoxime,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Ioversol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Iodixanol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Iopamidol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Iothalamate,drug class is Breast Feeding and Lactation and Milk  Human and Diagnostic Media and Contrast Agents.generate smile image.
Iohexol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Diatrizoate,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Ioxaglate,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Iopromide,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Gadoversetamide,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Gadodiamide,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Gadoteridol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Simethicone,drug class is Breast Feeding and Lactation and Antifoaming Agents.generate smile image.
Fluorescein,drug class is Breast Feeding and Lactation and Contrast Media and Diagnostic Agents and Fluorescent Dyes.generate smile image.
Pimecrolimus,drug class is Breast Feeding and Lactation and Anti-Inflammatory Agents  Non-Steroidal and Dermatologic Agents and Immunosuppressive Agents.generate smile image.
Tretinoin,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Dermatologic Agents and Keratolytic Agents and Retinoids.generate smile image.
Azelaic Acid,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Dermatologic Agents.generate smile image.
Adapalene,drug class is Breast Feeding and Lactation and Milk  Human and Dermatologic Agents and Anti-Inflammatory Agents  Non-Steroidal.generate smile image.
Ceftibuten,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Meclizine,drug class is Breast Feeding and Lactation and Antiemetics and Antihistamines and Anti-Allergic Agents.generate smile image.
Misoprostol,drug class is Breast Feeding and Lactation and Milk  Human and Abortifacient Agents  Nonsteroidal and Anti-Ulcer Agents and Prostaglandins and Oxytocics and Gastrointestinal Agents.generate smile image.
Ioxilan,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Iodipamide,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Trientine,drug class is Breast Feeding and Lactation and Chelating Agents.generate smile image.
Buspirone,drug class is Breast Feeding and Lactation and Anti-Anxiety Agents and Serotonin Agonists.generate smile image.
Sulpiride,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Dopamine Antagonists.generate smile image.
Gadobenate,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Ceftriaxone,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Dextromethorphan,drug class is Breast Feeding and Lactation and Milk  Human and Antitussive Agents.generate smile image.
Imatinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
Ciclesonide,drug class is Breast Feeding and Lactation and Milk  Human and Corticosteroids  Inhaled and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Almotriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Naratriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Frovatriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Rizatriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Zolmitriptan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Triptans and Vasoconstrictor Agents.generate smile image.
Cefuroxime,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Caffeine,drug class is Breast Feeding and Lactation and Milk  Human and Central Nervous System Stimulants and Phosphodiesterase Inhibitors and Purinergic P1 Receptor Antagonists and Xanthines.generate smile image.
Iron Sucrose,drug class is Breast Feeding and Lactation and Ferric Compounds and Hematinics and Iron Compounds.generate smile image.
Alcohol,drug class is Breast Feeding and Lactation and Central Nervous System Depressants.generate smile image.
Duloxetine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Adrenergic Uptake Inhibitors and Serotonin Uptake Inhibitors.generate smile image.
Atropine,drug class is Breast Feeding and Lactation and Antiarrhythmics and Bronchodilator Agents and Mydriatics and Parasympatholytics and Muscarinic Antagonists.generate smile image.
Antipyrine,drug class is Breast Feeding and Lactation and Anti-Inflammatory Agents  Non-Steroidal.generate smile image.
Artesunate,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Balsalazide,drug class is Breast Feeding and Lactation and Anti-Inflammatory Agents  Non-Steroidal and Gastrointestinal Agents.generate smile image.
Celecoxib,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Iodine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents  Local and Antibacterial Agents.generate smile image.
Atovaquone and Proguanil,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Meprobamate,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Anxiety Agents and Hypnotics and Sedatives and Muscle Relaxants  Central.generate smile image.
Glycopyrrolate,drug class is Breast Feeding and Lactation and Milk  Human and Adjuvants  Anesthesia and Bronchodilator Agents and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Butalbital,drug class is Breast Feeding and Lactation and Milk  Human and Barbiturates and GABA Modulators and Hypnotics and Sedatives.generate smile image.
Albuterol,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Cephalexin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Cephalosporins.generate smile image.
Montelukast,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Leukotriene Antagonists.generate smile image.
Oxytocin,drug class is Breast Feeding and Lactation and Milk  Human and Oxytocics and Pituitary Hormones  Posterior.generate smile image.
Paliperidone,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Oseltamivir,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiviral Agents and Neuraminidase Inhibitors.generate smile image.
Chloramphenicol,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents.generate smile image.
Somatrem,drug class is Breast Feeding and Lactation and Human Growth Hormone.generate smile image.
Isoflurane,drug class is Breast Feeding and Lactation and Anesthetics  Inhalation.generate smile image.
Desflurane,drug class is Breast Feeding and Lactation and Anesthetics  Inhalation.generate smile image.
Nitrous Oxide,drug class is Breast Feeding and Lactation and Milk  Human and Anesthetics  Inhalation.generate smile image.
Halothane,drug class is Breast Feeding and Lactation and Anesthetics  Inhalation.generate smile image.
Enflurane,drug class is Breast Feeding and Lactation and Anesthetics  Inhalation.generate smile image.
Sevoflurane,drug class is Breast Feeding and Lactation and Anesthetics  Inhalation.generate smile image.
Ropivacaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Acenocoumarol,drug class is Breast Feeding and Lactation and Anticoagulants.generate smile image.
Cetirizine,drug class is Breast Feeding and Lactation and Milk  Human and Antihistamines.generate smile image.
Aspartame,drug class is Breast Feeding and Lactation and Artificial Sweeteners and Sweetening Agents.generate smile image.
Etonogestrel,drug class is Breast Feeding and Lactation and Milk  Human and Contraceptive Agents  Female.generate smile image.
Carteolol,drug class is Breast Feeding and Lactation and Adrenergic Beta-Antagonists and Antiglaucoma Agents.generate smile image.
Sucralose,drug class is Breast Feeding and Lactation and Milk  Human and Artificial Sweeteners and Sweetening Agents.generate smile image.
Saccharin,drug class is Breast Feeding and Lactation and Milk  Human and Artificial Sweeteners and Sweetening Agents.generate smile image.
Guanfacine,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Adrenergic alpha-2 Receptor Agonists.generate smile image.
Acesulfame,drug class is Breast Feeding and Lactation and Milk  Human and Artificial Sweeteners and Sweetening Agents.generate smile image.
Emedastine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Clomiphene,drug class is Breast Feeding and Lactation and Estrogen Antagonists and Fertility Agents and Female  Selective Estrogen Receptor Modulators.generate smile image.
Dipyrone,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Ketotifen,drug class is Breast Feeding and Lactation and Anti-Allergic Agents and Antihistamines and Antipruritic.generate smile image.
